author,comment,published_at
xtofer,"Don Lapre killed himself in 2011. According to a June 15, 2011, Associated Press article, Lapre was indicted by a federal grand jury in Phoenix, Arizona, on June 8, 2011, on accusations of running a nationwide scheme to sell worthless Internet businesses. Federal prosecutors accused Lapre of bilking more than 220,000 victims out of nearly $52 million. He was charged with 41 counts of conspiracy, mail fraud, wire fraud, promotional money laundering, and transactional money laundering. A federal judge issued a bench warrant for Lapre on June 22, 2011, after he failed to appear at his arraignment.",2023-02-23T19:57:10Z
xtofer,"If I someone makes a ton of money from some kind of scheme or system, they likely wouldn't bother spending the time, effort, and money to sell it to other people. This tells you what is actually going on. (False) hope is a cheap commodity to sell, and there's an endless supply of it.",2023-02-23T19:51:55Z
Denise Boertje,"All the gurus selling whatever they’re selling to the public, it is not, I repeat NOT how to get honest wealth. They are only selling BOOKS, TAPES, VIDEOS, CLASSES. One is NEVER enough. One tape, one book, one class. 

I got roped into attending a ‘seminar’ on getting rich by flipping real estate with no money of my own! Never mind I had under $400 in my account, my credit was in shambles from my recent divorce. The hard sell was incredibly uncomfortable and high high pressure! I finally told the two jerks who were pressuring me I would sign up if there was a money-back guarantee. End of session. Every time they contacted me, id repeat the money-back guarantee request. They finally let me be. 

Wanna get rich super quick? Sell illegal drugs. Serious wealth is built with smart, hard work, despite ups and downs in the market, or inherited. Or by doing something criminal. Oh yeah! I forgot bank robbery, extortion, and blackmail for immediate wealth. Silly me. 

I had a client who, with his partner and their wives, was the largest holder of a popular fast food franchise west of the Mississippi. He’d opened every restaurant himself with his partner. It took them 9 years before they saw $1 million in profit. But every restaurant was profitable, but they took the profit to continue to live modestly and invest in new restaurant openings. When I met them (28 years after they started), they’d become multimillionaires, lived in serious mansions, drove Rolls Royces, BUT they’d also drop everything to go help out one of their stores. I saw them both go in their custom tailored suits to a store that had a mass shortage of bodies (due to everyone getting food poisoning) and pull a 10 hr shift from lunch through dinner plus side prep. I saw them open a franchise in the most crime ridden neighborhood and work there for months, and saw the party they threw for those employees when they hit a million in sales 3 months after opening which was 18 months before target date. Bottom line, hands on, willingness to do any menial task to make the business work, super support for their stores, and profit-sharing with ownership buy-ins. 

All these gurus are full of ca. End of story! 😂",2023-02-23T19:10:17Z
Josie Drake,Are you aware that the majority of ads in your video are get rich quick schemes. I know it’s not your fault and honesty I find it comical. It’s just really something to hear you describe them and then get an ad that is down to the letter exactly what you’ve described: I make thousands a week just using this simple tool!,2023-02-22T22:54:56Z
Mr Dave Fredericks,"Trust me man, there ain't no such thing as get rich quick.",2023-02-22T10:57:21Z
MICHAEL MILLER,Literally the best version of Jake tran minus the scams.,2023-02-22T08:46:47Z
Leah Derus,James - the difference between you and other youtubers is that your content is morally adroit. You are succeeding in running a successful youtube channel while ALSO benefitting others. Thank you.,2023-02-22T02:39:46Z
James Davis,what's hilarious is that you can't watch a video like this without an ad popping up that tries to sell you on a get rich quick or side hustle scheme,2023-02-21T01:06:19Z
MisterTutor2010,"Amusing bit of irony, two ads for get rich quick schemes played while I was watching this video.

It's almost like the algorithm is trying to screw the scammers :)

Great video in any case.",2023-02-20T03:29:16Z
Finance Academy,stop watching for an easy way to get rich ! put your head down and work for 10 years straight.,2023-02-19T17:42:25Z
Jason vdw,"Had a friend in college who got in with something like this, he tried to get everyone else in the frat in but we all saw it was a scheme, his response was that he knew it was a scheme but we could make a boat load of money quick and bail before it collapses",2023-02-19T12:34:50Z
moontan,if it's too good to be true...,2023-02-19T02:26:55Z
logic reason,"If I had a system to make tons of money,would I tell others?  Neither would you.",2023-02-18T19:22:33Z
GunslingerOfGilead,"The thing that makes this stuff so vicious is because it’s engineered so that driven, smart people fall into it. I’ve been a sucker for MLM before. Today, I still listen to GC, but I work 60 hours in a platform that allows me to act on it and I go home tired every day and work hard every day. I make more than I ever have but it’s the difference in results vs busy work which is what they rope you into and charge money to sit there and physically sit still while you consume their paid content. If being busy was the same as being productive they never would have written a book called who moved my cheese! Couldn’t agree more with your videos bro. Keep ‘em coming.",2023-02-18T13:35:19Z
Jodie Carlson,"One red flag is if your highest opportunity for income growth is from recruitments, rather than selling a legitimate product for income.",2023-02-18T10:36:02Z
Cinema Ipswich,"The old time ""Doctor Feelgood"", most probably was selling alcohol, sometimes mixed with a bit of opium or cocaine.",2023-02-18T03:00:42Z
Dean Cameron Kaiser,"If it seems to good to be true it usually is. There's no get rich quick scheme for everyone, these schemes only benefit one or a handful of people not the masses.",2023-02-17T22:17:00Z
Sanderson Labousse,"I know Tai Lopez is legit because I took some of his courses years ago, one was social media marketing agency and the other one was ecommerce and I got pretty good results. But I cannot speak for the rest because I never took their courses.",2023-02-17T17:58:08Z
Drew,"Got a get rich quick scheme ad while watching this video... 

Good job Youtube.",2023-02-17T12:54:11Z
Sukhbir Sekhon,"People forget if something SEEMS too good to be true it IS too good to be true.
Unfortunately anybody selling something does this to a more or less extent. Furthermore we want people to lie to us to  an extent. We don't want to buy something that is less than perfect. We want to be sold a dream.",2023-02-17T11:11:14Z
Sukhbir Sekhon,You don't have to fool all the people all of the time. Just some of the people some of the time. It's like the lion  going for the weakest in the herd.,2023-02-17T11:08:54Z
LoveWrld999,Great video! If you truly want to make money get a good job and save.,2023-02-17T04:10:51Z
Rz,"Lol dude says ""gets off lightly from these schemes""
But paid for courses!!!

I didnt pay for courses lol",2023-02-16T23:37:43Z
Pi Obsession π,❤️❤️❤️,2023-02-16T11:20:48Z
Vincent Lee,What is that song at 6 min 6:36,2023-02-16T08:42:39Z
Peter O'Driscoll,Great video. Have you ever heard of Vector Marketing? I think they might be a scam as well. Do you think you could make a video about them?,2023-02-15T18:15:17Z
Wysteria Fox,I too was prey for these scams. I actually fell for one that sounded reasonable before I realized that they as usual left off all the more nuanced details. I had all the same issues of thinking I was a failure for working 9-5 but now I've come to a place of peace. Glad you have as well :),2023-02-15T14:16:28Z
Connor McLernon,I got one of those ads before this vid,2023-02-15T12:38:10Z
David Seva,"Anyone that states they have the secrets and its easy is a snake oil merchant. Success takes hard work, commitment, the right attitude, confidence and tremendous skill. Just the hard work and dedication will rule out 80% of people.",2023-02-15T09:56:04Z
Martin Feuchtwanger,"I wish you'd spent more time on scumbags like DanLok who just sell courses and other ""advice"" on how to make money via the internet. Is there a name for ""get rich quick via internet marketing""?
You cover MLMs here but you have another video on them specifically.",2023-02-15T00:55:01Z
Predator Trading Empire,Hey James i was wondering what do you think about IM Academy ?,2023-02-14T16:35:19Z
Hipster_Cat_87,"There's one thing my parents taught me growing up, if it's too good to be true then it probably isn't. It's probably saved me more time than I know from falling for these scams.",2023-02-14T15:48:23Z
